comment,sentiment
gyaaat,positive
awww,positive
he hugged her faster than a snapping turtle,positive
i did not get to see my grandpa when he came back from the war,positive
song name,positive
this i i just cant,positive
my dad is bettersay peanuts going there,positive
as always dont forget to check out the link in our bio,positive
guys these videos are staged they make so much videos like this ive seen it to many times this same person sometimes being a karen sometimes being smthin else,positive
w,positive
my dog died since i was i,positive
then,positive
,positive
isnt this the same dude that found his daughter,positive
,positive
i just saw a daughter scenario with the same man staged,positive
scam they are in many clips like losers,positive
i saw the same dad on yt today but it was his daughter,positive
chasing something for years is serious dedication i couldnt chase something for even year let along,positive
thats why i sometimes hate western culture i am indian,positive
he went to get milk,positive
heartwarming,positive
like madagascar film story,positive
what a day,positive
i want milk,positive
skit,positive
iv seen the same guy with a girl claiming she hes daugther,positive
